"","name","lat","lon","time","Rab.Obv","geometry","RabID","MST.time","Hour","DayOfYr","Date"
"498","Ja17",43.310412,-116.134672,"2022-08-08T06:43:35Z","Jackrab",c(-116.134672, 43.310412),498,2022-08-08 00:43:35,0,220,2022-08-08
"499","Ja18",43.31115003,-116.134505,"2022-08-08T06:44:02Z","Jackrab",c(-116.134505, 43.31115003),499,2022-08-08 00:44:02,0,220,2022-08-08
"500","Ja19",43.17863599,-115.963055,"2022-08-09T06:58:33Z","Jackrab",c(-115.963055, 43.17863599),500,2022-08-09 00:58:33,0,221,2022-08-09
"501","Ja2",43.31142001,-116.134339,"2022-08-02T05:00:45Z","Jackrab",c(-116.134339, 43.31142001),501,2022-08-01 23:00:45,23,213,2022-08-01
"502","Ja20",43.17734602,-115.964977,"2022-08-12T05:28:02Z","Jackrab",c(-115.964977, 43.17734602),502,2022-08-11 23:28:02,23,223,2022-08-11
"503","Ja21",43.31523696,-116.151603,"2022-08-02T08:43:44Z","Jackrab",c(-116.151603, 43.31523696),503,2022-08-02 02:43:44,2,214,2022-08-02
"504","Ja22",43.34598203,-116.145594,"2022-08-04T05:19:22Z","Jackrab",c(-116.145594, 43.34598203),504,2022-08-03 23:19:22,23,215,2022-08-03
"505","Ja23",43.16248599,-116.214938,"2022-08-05T06:39:19Z","Jackrab",c(-116.214938, 43.16248599),505,2022-08-05 00:39:19,0,217,2022-08-05
"506","Ja24",43.31504401,-116.133532,"2022-08-08T06:46:10Z","Jackrab",c(-116.133532, 43.31504401),506,2022-08-08 00:46:10,0,220,2022-08-08
"507","Ja25",43.18383998,-116.182195,"2022-08-12T06:13:04Z","Jackrab",c(-116.182195, 43.18383998),507,2022-08-12 00:13:04,0,224,2022-08-12
"508","Ja3",43.31617196,-116.150318,"2022-08-02T05:50:46Z","Jackrab",c(-116.150318, 43.31617196),508,2022-08-01 23:50:46,23,213,2022-08-01
"509","Ja31",43.31523696,-116.151603,"2022-08-02T08:55:03Z","Jackrab",c(-116.151603, 43.31523696),509,2022-08-02 02:55:03,2,214,2022-08-02
"510","Ja32",43.31065197,-116.134639,"2022-08-04T05:43:40Z","Jackrab",c(-116.134639, 43.31065197),510,2022-08-03 23:43:40,23,215,2022-08-03
"511","Ja33",43.16538999,-116.22166,"2022-08-05T06:41:48Z","Jackrab",c(-116.22166, 43.16538999),511,2022-08-05 00:41:48,0,217,2022-08-05
"512","Ja34",43.206162,-116.274235,"2022-08-09T05:31:15Z","Jackrab",c(-116.274235, 43.206162),512,2022-08-08 23:31:15,23,220,2022-08-08
"513","Ja4",43.31523696,-116.151603,"2022-08-02T08:56:10Z","Jackrab",c(-116.151603, 43.31523696),513,2022-08-02 02:56:10,2,214,2022-08-02
"514","Ja41",43.30976198,-116.1347,"2022-08-04T05:44:08Z","Jackrab",c(-116.1347, 43.30976198),514,2022-08-03 23:44:08,23,215,2022-08-03
"515","Ja42",43.169692,-116.233789,"2022-08-05T06:46:26Z","Jackrab",c(-116.233789, 43.169692),515,2022-08-05 00:46:26,0,217,2022-08-05
"516","Ja43",43.20506204,-116.274219,"2022-08-09T05:31:39Z","Jackrab",c(-116.274219, 43.20506204),516,2022-08-08 23:31:39,23,220,2022-08-08
"517","Ja5",43.31617196,-116.150318,"2022-08-02T06:00:10Z","Jackrab",c(-116.150318, 43.31617196),517,2022-08-02 00:00:10,0,214,2022-08-02
"518","Ja51",43.17539899,-116.24881,"2022-08-05T06:52:19Z","Jackrab",c(-116.24881, 43.17539899),518,2022-08-05 00:52:19,0,217,2022-08-05
"519","Ja52",43.20476297,-116.274206,"2022-08-09T05:31:48Z","Jackrab",c(-116.274206, 43.20476297),519,2022-08-08 23:31:48,23,220,2022-08-08
"520","Ja6",43.38602196,-116.208492,"2022-08-04T05:15:32Z","Jackrab",c(-116.208492, 43.38602196),520,2022-08-03 23:15:32,23,215,2022-08-03
"521","Ja61",43.17689398,-116.252987,"2022-08-05T06:53:58Z","Jackrab",c(-116.252987, 43.17689398),521,2022-08-05 00:53:58,0,217,2022-08-05
"522","Ja62",43.18623503,-116.271576,"2022-08-09T05:39:46Z","Jackrab",c(-116.271576, 43.18623503),522,2022-08-08 23:39:46,23,220,2022-08-08
"523","Ja7",43.320435,-116.241529,"2022-08-04T06:15:36Z","Jackrab",c(-116.241529, 43.320435),523,2022-08-04 00:15:36,0,216,2022-08-04
"524","Ja71",43.17702298,-116.253261,"2022-08-05T06:54:04Z","Jackrab",c(-116.253261, 43.17702298),524,2022-08-05 00:54:04,0,217,2022-08-05
"525","Ja72",43.178766,-116.256771,"2022-08-09T05:46:13Z","Jackrab",c(-116.256771, 43.178766),525,2022-08-08 23:46:13,23,220,2022-08-08
"526","Ja8",43.18422999,-116.267996,"2022-08-05T06:59:23Z","Jackrab",c(-116.267996, 43.18422999),526,2022-08-05 00:59:23,0,217,2022-08-05
"527","Ja81",43.17604104,-116.251036,"2022-08-09T05:48:31Z","Jackrab",c(-116.251036, 43.17604104),527,2022-08-08 23:48:31,23,220,2022-08-08
"528","Ja9",43.20411304,-116.274181,"2022-08-05T07:10:09Z","Jackrab",c(-116.274181, 43.20411304),528,2022-08-05 01:10:09,1,217,2022-08-05
"529","Ja91",43.17527904,-116.248184,"2022-08-09T05:49:32Z","Jackrab",c(-116.248184, 43.17527904),529,2022-08-08 23:49:32,23,220,2022-08-08
"530","Jai",43.30672304,-116.141743,"2022-08-02T05:06:01Z","Jackrab",c(-116.141743, 43.30672304),530,2022-08-01 23:06:01,23,213,2022-08-01
"531","Jai1",43.31274896,-116.147315,"2022-08-02T05:07:53Z","Jackrab",c(-116.147315, 43.31274896),531,2022-08-01 23:07:53,23,213,2022-08-01
"532","Jai10",43.31617196,-116.150318,"2022-08-02T05:25:06Z","Jackrab",c(-116.150318, 43.31617196),532,2022-08-01 23:25:06,23,213,2022-08-01
"533","Jai11",43.387667,-116.232372,"2022-08-04T04:55:14Z","Jackrab",c(-116.232372, 43.387667),533,2022-08-03 22:55:14,22,215,2022-08-03
"534","Jai110",43.16909898,-116.195979,"2022-08-09T06:08:27Z","Jackrab",c(-116.195979, 43.16909898),534,2022-08-09 00:08:27,0,221,2022-08-09
"535","Jai12",43.30452497,-116.137063,"2022-08-04T05:50:34Z","Jackrab",c(-116.137063, 43.30452497),535,2022-08-03 23:50:34,23,215,2022-08-03
"536","Jai13",43.33707601,-116.217426,"2022-08-04T06:00:24Z","Jackrab",c(-116.217426, 43.33707601),536,2022-08-04 00:00:24,0,216,2022-08-04
"537","Jai14",43.33707701,-116.217971,"2022-08-04T06:00:33Z","Jackrab",c(-116.217971, 43.33707701),537,2022-08-04 00:00:33,0,216,2022-08-04
"538","Jai15",43.15747102,-116.001864,"2022-08-05T06:00:01Z","Jackrab",c(-116.001864, 43.15747102),538,2022-08-05 00:00:01,0,217,2022-08-05
"539","Jai16",43.17393299,-116.164361,"2022-08-05T06:19:51Z","Jackrab",c(-116.164361, 43.17393299),539,2022-08-05 00:19:51,0,217,2022-08-05
"540","Jai17",43.32440098,-116.239884,"2022-08-08T06:15:10Z","Jackrab",c(-116.239884, 43.32440098),540,2022-08-08 00:15:10,0,220,2022-08-08
"541","Jai18",43.33703401,-116.219245,"2022-08-08T06:24:48Z","Jackrab",c(-116.219245, 43.33703401),541,2022-08-08 00:24:48,0,220,2022-08-08
"542","Jai19",43.16541597,-116.199953,"2022-08-09T06:07:11Z","Jackrab",c(-116.199953, 43.16541597),542,2022-08-09 00:07:11,0,221,2022-08-09
"543","Jai2",43.31587298,-116.150318,"2022-08-02T05:08:45Z","Jackrab",c(-116.150318, 43.31587298),543,2022-08-01 23:08:45,23,213,2022-08-01
"544","Jai20",43.17282096,-116.192867,"2022-08-12T06:15:50Z","Jackrab",c(-116.192867, 43.17282096),544,2022-08-12 00:15:50,0,224,2022-08-12
"545","Jai21",43.31030203,-116.145468,"2022-08-04T05:51:50Z","Jackrab",c(-116.145468, 43.31030203),545,2022-08-03 23:51:50,23,215,2022-08-03
"546","Jai22",43.33711297,-116.219708,"2022-08-04T06:00:57Z","Jackrab",c(-116.219708, 43.33711297),546,2022-08-04 00:00:57,0,216,2022-08-04
"547","Jai23",43.18489904,-116.17989,"2022-08-05T06:25:22Z","Jackrab",c(-116.17989, 43.18489904),547,2022-08-05 00:25:22,0,217,2022-08-05
"548","Jai24",43.320521,-116.155053,"2022-08-08T06:32:17Z","Jackrab",c(-116.155053, 43.320521),548,2022-08-08 00:32:17,0,220,2022-08-08
"549","Jai25",43.17210004,-116.193744,"2022-08-09T06:09:45Z","Jackrab",c(-116.193744, 43.17210004),549,2022-08-09 00:09:45,0,221,2022-08-09
"550","Jai3",43.31587298,-116.150318,"2022-08-02T05:09:04Z","Jackrab",c(-116.150318, 43.31587298),550,2022-08-01 23:09:04,23,213,2022-08-01
"551","Jai31",43.31113704,-116.146099,"2022-08-04T05:51:59Z","Jackrab",c(-116.146099, 43.31113704),551,2022-08-03 23:51:59,23,215,2022-08-03
"552","Jai32",43.324347,-116.239963,"2022-08-04T06:05:51Z","Jackrab",c(-116.239963, 43.324347),552,2022-08-04 00:05:51,0,216,2022-08-04
"553","Jai33",43.17904897,-116.183536,"2022-08-05T06:27:12Z","Jackrab",c(-116.183536, 43.17904897),553,2022-08-05 00:27:12,0,217,2022-08-05
"554","Jai34",43.30675296,-116.141791,"2022-08-08T06:36:01Z","Jackrab",c(-116.141791, 43.30675296),554,2022-08-08 00:36:01,0,220,2022-08-08
"555","Jai35",43.17491099,-116.188725,"2022-08-09T06:10:47Z","Jackrab",c(-116.188725, 43.17491099),555,2022-08-09 00:10:47,0,221,2022-08-09
"556","Jai4",43.31587298,-116.150318,"2022-08-02T05:09:34Z","Jackrab",c(-116.150318, 43.31587298),556,2022-08-01 23:09:34,23,213,2022-08-01
"557","Jai41",43.313762,-116.148224,"2022-08-04T05:52:27Z","Jackrab",c(-116.148224, 43.313762),557,2022-08-03 23:52:27,23,215,2022-08-03
"558","Jai42",43.32394098,-116.240448,"2022-08-04T06:06:00Z","Jackrab",c(-116.240448, 43.32394098),558,2022-08-04 00:06:00,0,216,2022-08-04
"559","Jai43",43.17576201,-116.187162,"2022-08-05T06:28:14Z","Jackrab",c(-116.187162, 43.17576201),559,2022-08-05 00:28:14,0,217,2022-08-05
"560","Jai44",43.30410797,-116.135674,"2022-08-08T06:37:47Z","Jackrab",c(-116.135674, 43.30410797),560,2022-08-08 00:37:47,0,220,2022-08-08
"561","Jai45",43.17679902,-116.185221,"2022-08-09T06:11:27Z","Jackrab",c(-116.185221, 43.17679902),561,2022-08-09 00:11:27,0,221,2022-08-09
"562","Jai5",43.31587298,-116.150318,"2022-08-02T05:09:52Z","Jackrab",c(-116.150318, 43.31587298),562,2022-08-01 23:09:52,23,213,2022-08-01
"563","Jai51",43.314065,-116.148554,"2022-08-04T05:52:34Z","Jackrab",c(-116.148554, 43.314065),563,2022-08-03 23:52:34,23,215,2022-08-03
"564","Jai52",43.32324998,-116.241401,"2022-08-04T06:06:20Z","Jackrab",c(-116.241401, 43.32324998),564,2022-08-04 00:06:20,0,216,2022-08-04
"565","Jai53",43.17522699,-116.188189,"2022-08-05T06:28:26Z","Jackrab",c(-116.188189, 43.17522699),565,2022-08-05 00:28:26,0,217,2022-08-05
"566","Jai54",43.17930403,-116.183477,"2022-08-09T06:12:05Z","Jackrab",c(-116.183477, 43.17930403),566,2022-08-09 00:12:05,0,221,2022-08-09
"567","Jai6",43.31587298,-116.150318,"2022-08-02T05:10:31Z","Jackrab",c(-116.150318, 43.31587298),567,2022-08-01 23:10:31,23,213,2022-08-01
"568","Jai61",43.31586401,-116.150416,"2022-08-04T05:53:00Z","Jackrab",c(-116.150416, 43.31586401),568,2022-08-03 23:53:00,23,215,2022-08-03
"569","Jai62",43.18143404,-115.999152,"2022-08-05T05:53:17Z","Jackrab",c(-115.999152, 43.18143404),569,2022-08-04 23:53:17,23,216,2022-08-04
"570","Jai63",43.17471201,-116.190974,"2022-08-05T06:30:02Z","Jackrab",c(-116.190974, 43.17471201),570,2022-08-05 00:30:02,0,217,2022-08-05
"571","Jai64",43.16741598,-116.164182,"2022-08-09T06:17:11Z","Jackrab",c(-116.164182, 43.16741598),571,2022-08-09 00:17:11,0,221,2022-08-09
"572","Jai7",43.31617196,-116.150318,"2022-08-02T05:18:56Z","Jackrab",c(-116.150318, 43.31617196),572,2022-08-01 23:18:56,23,213,2022-08-01
"573","Jai71",43.32117504,-116.155894,"2022-08-04T05:54:08Z","Jackrab",c(-116.155894, 43.32117504),573,2022-08-03 23:54:08,23,215,2022-08-03
"574","Jai72",43.15843603,-116.002527,"2022-08-05T05:59:48Z","Jackrab",c(-116.002527, 43.15843603),574,2022-08-04 23:59:48,23,216,2022-08-04
"575","Jai73",43.17471201,-116.190974,"2022-08-05T06:30:44Z","Jackrab",c(-116.190974, 43.17471201),575,2022-08-05 00:30:44,0,217,2022-08-05
"576","Jai74",43.185985,-116.010906,"2022-08-09T06:41:25Z","Jackrab",c(-116.010906, 43.185985),576,2022-08-09 00:41:25,0,221,2022-08-09
"577","Jai8",43.31617196,-116.150318,"2022-08-02T05:23:59Z","Jackrab",c(-116.150318, 43.31617196),577,2022-08-01 23:23:59,23,213,2022-08-01
"578","Jai81",43.17471201,-116.190974,"2022-08-05T06:31:20Z","Jackrab",c(-116.190974, 43.17471201),578,2022-08-05 00:31:20,0,217,2022-08-05
"579","Jai9",43.31617196,-116.150318,"2022-08-02T05:24:22Z","Jackrab",c(-116.150318, 43.31617196),579,2022-08-01 23:24:22,23,213,2022-08-01
"580","Jai91",43.17471201,-116.190974,"2022-08-05T06:31:28Z","Jackrab",c(-116.190974, 43.17471201),580,2022-08-05 00:31:28,0,217,2022-08-05
"581","Jaib",43.39990902,-116.234335,"2022-08-02T03:44:54Z","Jackrab",c(-116.234335, 43.39990902),581,2022-08-01 21:44:54,21,213,2022-08-01
"582","Jaib1",43.39221904,-116.234393,"2022-08-02T03:51:51Z","Jackrab",c(-116.234393, 43.39221904),582,2022-08-01 21:51:51,21,213,2022-08-01
"583","Jaib10",43.27828601,-116.173101,"2022-08-08T05:29:20Z","Jackrab",c(-116.173101, 43.27828601),583,2022-08-07 23:29:20,23,219,2022-08-07
"584","Jaib101",43.28308498,-116.188341,"2022-08-09T04:55:50Z","Jackrab",c(-116.188341, 43.28308498),584,2022-08-08 22:55:50,22,220,2022-08-08
"585","Jaib11",43.36493997,-116.234422,"2022-08-04T04:48:45Z","Jackrab",c(-116.234422, 43.36493997),585,2022-08-03 22:48:45,22,215,2022-08-03
"586","Jaib110",43.35759499,-116.234367,"2022-08-09T04:41:16Z","Jackrab",c(-116.234367, 43.35759499),586,2022-08-08 22:41:16,22,220,2022-08-08
"587","Jaib111",43.27899897,-116.177727,"2022-08-08T05:30:14Z","Jackrab",c(-116.177727, 43.27899897),587,2022-08-07 23:30:14,23,219,2022-08-07
"588","Jaib112",43.27320004,-116.20382,"2022-08-09T04:59:15Z","Jackrab",c(-116.20382, 43.27320004),588,2022-08-08 22:59:15,22,220,2022-08-08
"589","Jaib12",43.21459796,-115.986746,"2022-08-05T04:59:54Z","Jackrab",c(-115.986746, 43.21459796),589,2022-08-04 22:59:54,22,216,2022-08-04
"590","Jaib121",43.29382002,-116.203233,"2022-08-08T05:33:38Z","Jackrab",c(-116.203233, 43.29382002),590,2022-08-07 23:33:38,23,219,2022-08-07
"591","Jaib122",43.249594,-116.202946,"2022-08-09T05:02:44Z","Jackrab",c(-116.202946, 43.249594),591,2022-08-08 23:02:44,23,220,2022-08-08
"592","Jaib13",43.29468302,-116.206007,"2022-08-08T05:34:09Z","Jackrab",c(-116.206007, 43.29468302),592,2022-08-07 23:34:09,23,219,2022-08-07
"593","Jaib131",43.24191903,-116.20127,"2022-08-09T05:04:13Z","Jackrab",c(-116.20127, 43.24191903),593,2022-08-08 23:04:13,23,220,2022-08-08
"594","Jaib14",43.21494598,-115.971992,"2022-08-08T04:49:50Z","Jackrab",c(-115.971992, 43.21494598),594,2022-08-07 22:49:50,22,219,2022-08-07
"595","Jaib141",43.23635001,-116.199843,"2022-08-09T05:05:20Z","Jackrab",c(-116.199843, 43.23635001),595,2022-08-08 23:05:20,23,220,2022-08-08
"596","Jaib15",43.21343699,-115.995053,"2022-08-08T04:52:27Z","Jackrab",c(-115.995053, 43.21343699),596,2022-08-07 22:52:27,22,219,2022-08-07
"597","Jaib151",43.23239098,-116.198829,"2022-08-09T05:06:11Z","Jackrab",c(-116.198829, 43.23239098),597,2022-08-08 23:06:11,23,220,2022-08-08
"598","Jaib16",43.22184403,-116.195973,"2022-08-09T05:07:50Z","Jackrab",c(-116.195973, 43.22184403),598,2022-08-08 23:07:50,23,220,2022-08-08
"599","Jaib17",43.22379098,-116.205634,"2022-08-09T05:09:34Z","Jackrab",c(-116.205634, 43.22379098),599,2022-08-08 23:09:34,23,220,2022-08-08
"600","Jaib18",43.22575,-116.212305,"2022-08-09T05:10:28Z","Jackrab",c(-116.212305, 43.22575),600,2022-08-08 23:10:28,23,220,2022-08-08
"601","Jaib19",43.22769804,-116.219083,"2022-08-09T05:11:41Z","Jackrab",c(-116.219083, 43.22769804),601,2022-08-08 23:11:41,23,220,2022-08-08
"602","Jaib2",43.34251796,-116.233589,"2022-08-02T03:59:51Z","Jackrab",c(-116.233589, 43.34251796),602,2022-08-01 21:59:51,21,213,2022-08-01
"603","Jaib20",43.22823498,-116.220985,"2022-08-09T05:11:59Z","Jackrab",c(-116.220985, 43.22823498),603,2022-08-08 23:11:59,23,220,2022-08-08
"604","Jaib21",43.353987,-116.23441,"2022-08-04T04:50:46Z","Jackrab",c(-116.23441, 43.353987),604,2022-08-03 22:50:46,22,215,2022-08-03
"605","Jaib211",43.227404,-116.232128,"2022-08-09T05:14:26Z","Jackrab",c(-116.232128, 43.227404),605,2022-08-08 23:14:26,23,220,2022-08-08
"606","Jaib22",43.21457097,-115.98738,"2022-08-05T05:00:02Z","Jackrab",c(-115.98738, 43.21457097),606,2022-08-04 23:00:02,23,216,2022-08-04
"607","Jaib221",43.22740903,-116.232836,"2022-08-09T05:14:35Z","Jackrab",c(-116.232836, 43.22740903),607,2022-08-08 23:14:35,23,220,2022-08-08
"608","Jaib23",43.21316298,-115.995458,"2022-08-08T04:52:36Z","Jackrab",c(-115.995458, 43.21316298),608,2022-08-07 22:52:36,22,219,2022-08-07
"609","Jaib231",43.22173096,-116.247855,"2022-08-09T05:17:02Z","Jackrab",c(-116.247855, 43.22173096),609,2022-08-08 23:17:02,23,220,2022-08-08
"610","Jaib24",43.21652798,-116.252065,"2022-08-09T05:18:32Z","Jackrab",c(-116.252065, 43.21652798),610,2022-08-08 23:18:32,23,220,2022-08-08
"611","Jaib25",43.21629002,-116.252244,"2022-08-09T05:18:39Z","Jackrab",c(-116.252244, 43.21629002),611,2022-08-08 23:18:39,23,220,2022-08-08
"612","Jaib26",43.21301697,-116.26531,"2022-08-09T05:22:14Z","Jackrab",c(-116.26531, 43.21301697),612,2022-08-08 23:22:14,23,220,2022-08-08
"613","Jaib27",43.36163498,-116.234421,"2022-08-09T04:40:22Z","Jackrab",c(-116.234421, 43.36163498),613,2022-08-08 22:40:22,22,220,2022-08-08
"614","Jaib28",43.35438699,-116.234427,"2022-08-09T04:41:53Z","Jackrab",c(-116.234427, 43.35438699),614,2022-08-08 22:41:53,22,220,2022-08-08
"615","Jaib3",43.33699403,-116.217205,"2022-08-02T04:02:38Z","Jackrab",c(-116.217205, 43.33699403),615,2022-08-01 22:02:38,22,213,2022-08-01
"616","Jaib31",43.21367503,-115.994644,"2022-08-05T05:01:10Z","Jackrab",c(-115.994644, 43.21367503),616,2022-08-04 23:01:10,23,216,2022-08-04
"617","Jaib32",43.26578298,-116.047171,"2022-08-08T05:10:45Z","Jackrab",c(-116.047171, 43.26578298),617,2022-08-07 23:10:45,23,219,2022-08-07
"618","Jaib33",43.35356296,-116.234423,"2022-08-09T04:42:05Z","Jackrab",c(-116.234423, 43.35356296),618,2022-08-08 22:42:05,22,220,2022-08-08
"619","Jaib4",43.39502103,-116.234413,"2022-08-04T04:44:49Z","Jackrab",c(-116.234413, 43.39502103),619,2022-08-03 22:44:49,22,215,2022-08-03
"620","Jaib41",43.20994299,-116.000451,"2022-08-05T05:03:12Z","Jackrab",c(-116.000451, 43.20994299),620,2022-08-04 23:03:12,23,216,2022-08-04
"621","Jaib42",43.26658596,-116.047423,"2022-08-08T05:10:56Z","Jackrab",c(-116.047423, 43.26658596),621,2022-08-07 23:10:56,23,219,2022-08-07
"622","Jaib43",43.34630297,-116.234457,"2022-08-09T04:43:13Z","Jackrab",c(-116.234457, 43.34630297),622,2022-08-08 22:43:13,22,220,2022-08-08
"623","Jaib5",43.20949196,-116.001274,"2022-08-05T05:03:27Z","Jackrab",c(-116.001274, 43.20949196),623,2022-08-04 23:03:27,23,216,2022-08-04
"624","Jaib51",43.26823401,-116.049211,"2022-08-08T05:11:34Z","Jackrab",c(-116.049211, 43.26823401),624,2022-08-07 23:11:34,23,219,2022-08-07
"625","Jaib52",43.33655197,-116.228712,"2022-08-09T04:44:36Z","Jackrab",c(-116.228712, 43.33655197),625,2022-08-08 22:44:36,22,220,2022-08-08
"626","Jaib6",43.21462504,-115.985722,"2022-08-05T04:59:45Z","Jackrab",c(-115.985722, 43.21462504),626,2022-08-04 22:59:45,22,216,2022-08-04
"627","Jaib61",43.27976902,-116.130658,"2022-08-08T05:24:11Z","Jackrab",c(-116.130658, 43.27976902),627,2022-08-07 23:24:11,23,219,2022-08-07
"628","Jaib62",43.32995198,-116.223079,"2022-08-09T04:45:39Z","Jackrab",c(-116.223079, 43.32995198),628,2022-08-08 22:45:39,22,220,2022-08-08
"629","Jaib7",43.27938102,-116.13394,"2022-08-08T05:24:52Z","Jackrab",c(-116.13394, 43.27938102),629,2022-08-07 23:24:52,23,219,2022-08-07
"630","Jaib71",43.31858997,-116.215499,"2022-08-09T04:47:39Z","Jackrab",c(-116.215499, 43.31858997),630,2022-08-08 22:47:39,22,220,2022-08-08
"631","Jaib8",43.27927097,-116.134893,"2022-08-08T05:25:04Z","Jackrab",c(-116.134893, 43.27927097),631,2022-08-07 23:25:04,23,219,2022-08-07
"632","Jaib81",43.29217901,-116.199922,"2022-08-09T04:53:45Z","Jackrab",c(-116.199922, 43.29217901),632,2022-08-08 22:53:45,22,220,2022-08-08
"633","Jaib9",43.27820697,-116.170255,"2022-08-08T05:28:46Z","Jackrab",c(-116.170255, 43.27820697),633,2022-08-07 23:28:46,23,219,2022-08-07
"634","Jaib91",43.28325698,-116.188678,"2022-08-09T04:55:41Z","Jackrab",c(-116.188678, 43.28325698),634,2022-08-08 22:55:41,22,220,2022-08-08
"635","Jaie",43.31523696,-116.151603,"2022-08-02T09:06:31Z","Jackrab",c(-116.151603, 43.31523696),635,2022-08-02 03:06:31,3,214,2022-08-02
"636","Jaie1",43.27858499,-116.156654,"2022-08-04T07:05:00Z","Jackrab",c(-116.156654, 43.27858499),636,2022-08-04 01:05:00,1,216,2022-08-04
"637","Jaie10",43.27369901,-116.073507,"2022-08-04T07:15:11Z","Jackrab",c(-116.073507, 43.27369901),637,2022-08-04 01:15:11,1,216,2022-08-04
"638","Jaie101",43.32310203,-116.217096,"2022-08-05T07:51:58Z","Jackrab",c(-116.217096, 43.32310203),638,2022-08-05 01:51:58,1,217,2022-08-05
"639","Jaie102",43.402481,-116.234373,"2022-08-08T07:38:46Z","Jackrab",c(-116.234373, 43.402481),639,2022-08-08 01:38:46,1,220,2022-08-08
"640","Jaie11",43.27370999,-116.072812,"2022-08-04T07:15:19Z","Jackrab",c(-116.072812, 43.27370999),640,2022-08-04 01:15:19,1,216,2022-08-04
"641","Jaie110",43.227389,-116.232739,"2022-08-05T07:26:56Z","Jackrab",c(-116.232739, 43.227389),641,2022-08-05 01:26:56,1,217,2022-08-05
"642","Jaie111",43.35156597,-116.234434,"2022-08-05T07:57:22Z","Jackrab",c(-116.234434, 43.35156597),642,2022-08-05 01:57:22,1,217,2022-08-05
"643","Jaie112",43.33994899,-116.231193,"2022-08-08T07:27:19Z","Jackrab",c(-116.231193, 43.33994899),643,2022-08-08 01:27:19,1,220,2022-08-08
"644","Jaie113",43.21336197,-115.995075,"2022-08-09T07:33:00Z","Jackrab",c(-115.995075, 43.21336197),644,2022-08-09 01:33:00,1,221,2022-08-09
"645","Jaie12",43.27311597,-116.068078,"2022-08-04T07:16:17Z","Jackrab",c(-116.068078, 43.27311597),645,2022-08-04 01:16:17,1,216,2022-08-04
"646","Jaie121",43.38702704,-116.234453,"2022-08-05T08:04:12Z","Jackrab",c(-116.234453, 43.38702704),646,2022-08-05 02:04:12,2,217,2022-08-05
"647","Jaie13",43.27371402,-116.066208,"2022-08-04T07:16:49Z","Jackrab",c(-116.066208, 43.27371402),647,2022-08-04 01:16:49,1,216,2022-08-04
"648","Jaie131",43.40406703,-116.234376,"2022-08-05T08:07:19Z","Jackrab",c(-116.234376, 43.40406703),648,2022-08-05 02:07:19,2,217,2022-08-05
"649","Jaie14",43.27390001,-116.065698,"2022-08-04T07:16:55Z","Jackrab",c(-116.065698, 43.27390001),649,2022-08-04 01:16:55,1,216,2022-08-04
"650","Jaie141",43.40493296,-116.234375,"2022-08-05T08:07:31Z","Jackrab",c(-116.234375, 43.40493296),650,2022-08-05 02:07:31,2,217,2022-08-05
"651","Jaie15",43.26560503,-116.047074,"2022-08-04T07:19:48Z","Jackrab",c(-116.047074, 43.26560503),651,2022-08-04 01:19:48,1,216,2022-08-04
"652","Jaie16",43.26472401,-116.046975,"2022-08-04T07:19:59Z","Jackrab",c(-116.046975, 43.26472401),652,2022-08-04 01:19:59,1,216,2022-08-04
"653","Jaie17",43.26324401,-116.046555,"2022-08-04T07:20:14Z","Jackrab",c(-116.046555, 43.26324401),653,2022-08-04 01:20:14,1,216,2022-08-04
"654","Jaie18",43.25850204,-116.042967,"2022-08-04T07:21:20Z","Jackrab",c(-116.042967, 43.25850204),654,2022-08-04 01:21:20,1,216,2022-08-04
"655","Jaie19",43.25694703,-116.04039,"2022-08-04T07:21:56Z","Jackrab",c(-116.04039, 43.25694703),655,2022-08-04 01:21:56,1,216,2022-08-04
"656","Jaie2",43.27869203,-116.155106,"2022-08-04T07:05:14Z","Jackrab",c(-116.155106, 43.27869203),656,2022-08-04 01:05:14,1,216,2022-08-04
"657","Jaie20",43.25563199,-116.032683,"2022-08-04T07:23:18Z","Jackrab",c(-116.032683, 43.25563199),657,2022-08-04 01:23:18,1,216,2022-08-04
"658","Jaie21",43.21022898,-115.999976,"2022-08-04T07:34:09Z","Jackrab",c(-115.999976, 43.21022898),658,2022-08-04 01:34:09,1,216,2022-08-04
"659","Jaie210",43.22874896,-116.223153,"2022-08-05T07:29:11Z","Jackrab",c(-116.223153, 43.22874896),659,2022-08-05 01:29:11,1,217,2022-08-05
"660","Jaie211",43.34169402,-116.232941,"2022-08-08T07:27:54Z","Jackrab",c(-116.232941, 43.34169402),660,2022-08-08 01:27:54,1,220,2022-08-08
"661","Jaie22",43.21249897,-115.996376,"2022-08-04T07:34:43Z","Jackrab",c(-115.996376, 43.21249897),661,2022-08-04 01:34:43,1,216,2022-08-04
"662","Jaie23",43.21371803,-115.994496,"2022-08-04T07:35:05Z","Jackrab",c(-115.994496, 43.21371803),662,2022-08-04 01:35:05,1,216,2022-08-04
"663","Jaie24",43.21455597,-115.989241,"2022-08-04T07:35:45Z","Jackrab",c(-115.989241, 43.21455597),663,2022-08-04 01:35:45,1,216,2022-08-04
"664","Jaie25",43.21455698,-115.988459,"2022-08-04T07:35:54Z","Jackrab",c(-115.988459, 43.21455698),664,2022-08-04 01:35:54,1,216,2022-08-04
