"","RabID","Rab.Obv","name","Date","Hour","DayOfYr","MST.time","lat","lon","geometry","SurveyNight"
"766",766,"Jackrab","Jjib21",2022-08-04,23,216,2022-08-04 23:01:19,43.21338301,-115.995092,c(-115.995092, 43.21338301),"4"
"767",767,"Jackrab","Jjib22",2022-08-07,22,219,2022-08-07 22:52:43,43.21284598,-115.995939,c(-115.995939, 43.21284598),"5"
"768",768,"Jackrab","Jjib23",2022-08-08,22,220,2022-08-08 22:47:47,43.31796401,-116.215428,c(-116.215428, 43.31796401),"6"
"769",769,"Jackrab","Jjib3",2022-08-03,22,215,2022-08-03 22:52:07,43.387667,-116.232372,c(-116.232372, 43.387667),"3"
"770",770,"Jackrab","Jjib31",2022-08-04,23,216,2022-08-04 23:01:48,43.21260299,-115.996269,c(-115.996269, 43.21260299),"4"
"771",771,"Jackrab","Jjib32",2022-08-07,23,219,2022-08-07 23:07:01,43.25103904,-116.020116,c(-116.020116, 43.25103904),"5"
"772",772,"Jackrab","Jjib33",2022-08-08,22,220,2022-08-08 22:52:24,43.29631599,-116.209066,c(-116.209066, 43.29631599),"6"
"773",773,"Jackrab","Jjib4",2022-08-04,23,216,2022-08-04 23:02:57,43.210304,-115.999861,c(-115.999861, 43.210304),"4"
"774",774,"Jackrab","Jjib41",2022-08-07,23,219,2022-08-07 23:09:37,43.25880999,-116.04337,c(-116.04337, 43.25880999),"5"
"775",775,"Jackrab","Jjib42",2022-08-08,23,220,2022-08-08 23:00:34,43.26528702,-116.207293,c(-116.207293, 43.26528702),"6"
"776",776,"Jackrab","Jjib5",2022-08-04,23,216,2022-08-04 23:03:21,43.20964702,-116.000954,c(-116.000954, 43.20964702),"4"
"777",777,"Jackrab","Jjib51",2022-08-07,23,219,2022-08-07 23:11:45,43.26868798,-116.049768,c(-116.049768, 43.26868798),"5"
"778",778,"Jackrab","Jjib52",2022-08-08,23,220,2022-08-08 23:02:24,43.25120701,-116.203393,c(-116.203393, 43.25120701),"6"
"779",779,"Jackrab","Jjib6",2022-08-04,22,216,2022-08-04 22:59:37,43.21466703,-115.984747,c(-115.984747, 43.21466703),"4"
"780",780,"Jackrab","Jjib61",2022-08-07,23,219,2022-08-07 23:20:12,43.28378504,-116.092474,c(-116.092474, 43.28378504),"5"
"781",781,"Jackrab","Jjib62",2022-08-08,23,220,2022-08-08 23:04:21,43.24154,-116.201165,c(-116.201165, 43.24154),"6"
"782",782,"Jackrab","Jjib7",2022-08-07,23,219,2022-08-07 23:22:34,43.28163701,-116.114289,c(-116.114289, 43.28163701),"5"
"783",783,"Jackrab","Jjib71",2022-08-08,23,220,2022-08-08 23:04:27,43.24142701,-116.201141,c(-116.201141, 43.24142701),"6"
"784",784,"Jackrab","Jjib8",2022-08-07,23,219,2022-08-07 23:23:01,43.281131,-116.118729,c(-116.118729, 43.281131),"5"
"785",785,"Jackrab","Jjib81",2022-08-08,23,220,2022-08-08 23:05:27,43.23555096,-116.199624,c(-116.199624, 43.23555096),"6"
"786",786,"Jackrab","Jjib9",2022-08-07,23,219,2022-08-07 23:24:41,43.27949099,-116.13307,c(-116.13307, 43.27949099),"5"
"787",787,"Jackrab","Jjib91",2022-08-08,23,220,2022-08-08 23:05:36,43.23480296,-116.199453,c(-116.199453, 43.23480296),"6"
"788",788,"Jackrab","Jjie",2022-08-02,3,214,2022-08-02 03:03:52,43.31523696,-116.151603,c(-116.151603, 43.31523696),"1"
"789",789,"Jackrab","Jjie1",2022-08-04,1,216,2022-08-04 01:04:39,43.27860997,-116.159246,c(-116.159246, 43.27860997),"3"
"790",790,"Jackrab","Jjie10",2022-08-04,1,216,2022-08-04 01:22:08,43.256627,-116.039502,c(-116.039502, 43.256627),"3"
"791",791,"Jackrab","Jjie101",2022-08-05,1,217,2022-08-05 01:58:06,43.35369003,-116.234402,c(-116.234402, 43.35369003),"4"
"792",792,"Jackrab","Jjie102",2022-08-08,1,220,2022-08-08 01:38:40,43.40221203,-116.234377,c(-116.234377, 43.40221203),"5"
"793",793,"Jackrab","Jjie11",2022-08-04,1,216,2022-08-04 01:35:24,43.21457198,-115.992301,c(-115.992301, 43.21457198),"3"
"794",794,"Jackrab","Jjie110",2022-08-09,1,221,2022-08-09 01:34:27,43.21466602,-115.983953,c(-115.983953, 43.21466602),"6"
"795",795,"Jackrab","Jjie111",2022-08-05,1,217,2022-08-05 01:58:51,43.35749298,-116.23435,c(-116.23435, 43.35749298),"4"
"796",796,"Jackrab","Jjie112",2022-08-08,1,220,2022-08-08 01:38:55,43.40275803,-116.234385,c(-116.234385, 43.40275803),"5"
"797",797,"Jackrab","Jjie113",2022-08-12,1,224,2022-08-12 01:34:18,43.36874904,-116.234415,c(-116.234415, 43.36874904),"8"
"798",798,"Jackrab","Jjie12",2022-08-04,1,216,2022-08-04 01:36:17,43.214618,-115.985601,c(-115.985601, 43.214618),"3"
"799",799,"Jackrab","Jjie121",2022-08-05,1,217,2022-08-05 01:59:09,43.35878396,-116.234374,c(-116.234374, 43.35878396),"4"
"800",800,"Jackrab","Jjie122",2022-08-08,1,220,2022-08-08 01:39:36,43.406377,-116.234398,c(-116.234398, 43.406377),"5"
"801",801,"Jackrab","Jjie13",2022-08-04,1,216,2022-08-04 01:38:10,43.21488697,-115.972117,c(-115.972117, 43.21488697),"3"
"802",802,"Jackrab","Jjie131",2022-08-05,1,217,2022-08-05 01:59:16,43.35913902,-116.234389,c(-116.234389, 43.35913902),"4"
"803",803,"Jackrab","Jjie14",2022-08-04,1,216,2022-08-04 01:03:14,43.27824301,-116.173269,c(-116.173269, 43.27824301),"3"
"804",804,"Jackrab","Jjie141",2022-08-05,2,217,2022-08-05 02:00:33,43.36295002,-116.234453,c(-116.234453, 43.36295002),"4"
"805",805,"Jackrab","Jjie15",2022-08-05,1,217,2022-08-05 01:22:03,43.21568904,-116.252642,c(-116.252642, 43.21568904),"4"
"806",806,"Jackrab","Jjie16",2022-08-05,1,217,2022-08-05 01:22:19,43.21643,-116.25214,c(-116.25214, 43.21643),"4"
"807",807,"Jackrab","Jjie17",2022-08-08,1,220,2022-08-08 01:25:48,43.33705002,-116.219036,c(-116.219036, 43.33705002),"5"
"808",808,"Jackrab","Jjie18",2022-08-08,1,220,2022-08-08 01:28:48,43.34728802,-116.234471,c(-116.234471, 43.34728802),"5"
"809",809,"Jackrab","Jjie19",2022-08-09,1,221,2022-08-09 01:31:22,43.20760301,-116.007009,c(-116.007009, 43.20760301),"6"
"810",810,"Jackrab","Jjie2",2022-08-04,1,216,2022-08-04 01:08:43,43.28008401,-116.127522,c(-116.127522, 43.28008401),"3"
"811",811,"Jackrab","Jjie20",2022-08-12,1,224,2022-08-12 01:32:56,43.36022398,-116.234386,c(-116.234386, 43.36022398),"8"
"812",812,"Jackrab","Jjie21",2022-08-05,1,217,2022-08-05 01:22:47,43.217782,-116.251259,c(-116.251259, 43.217782),"4"
"813",813,"Jackrab","Jjie22",2022-08-08,1,220,2022-08-08 01:29:37,43.35232001,-116.23443,c(-116.23443, 43.35232001),"5"
"814",814,"Jackrab","Jjie23",2022-08-09,1,221,2022-08-09 01:34:34,43.21469301,-115.983405,c(-115.983405, 43.21469301),"6"
"815",815,"Jackrab","Jjie24",2022-08-12,1,224,2022-08-12 01:36:22,43.38353002,-116.234467,c(-116.234467, 43.38353002),"8"
"816",816,"Jackrab","Jjie3",2022-08-04,1,216,2022-08-04 01:13:48,43.27791897,-116.082512,c(-116.082512, 43.27791897),"3"
"817",817,"Jackrab","Jjie31",2022-08-05,1,217,2022-08-05 01:24:11,43.22174697,-116.247843,c(-116.247843, 43.22174697),"4"
"818",818,"Jackrab","Jjie32",2022-08-08,1,220,2022-08-08 01:30:00,43.35370604,-116.234428,c(-116.234428, 43.35370604),"5"
"819",819,"Jackrab","Jjie33",2022-08-09,1,221,2022-08-09 01:34:58,43.21478697,-115.980424,c(-115.980424, 43.21478697),"6"
"820",820,"Jackrab","Jjie4",2022-08-04,1,216,2022-08-04 01:16:07,43.273136,-116.068922,c(-116.068922, 43.273136),"3"
"821",821,"Jackrab","Jjie41",2022-08-05,1,217,2022-08-05 01:29:49,43.22827002,-116.221137,c(-116.221137, 43.22827002),"4"
"822",822,"Jackrab","Jjie42",2022-08-08,1,220,2022-08-08 01:31:07,43.35888002,-116.234404,c(-116.234404, 43.35888002),"5"
"823",823,"Jackrab","Jjie5",2022-08-04,1,216,2022-08-04 01:16:42,43.27355199,-116.066632,c(-116.066632, 43.27355199),"3"
"824",824,"Jackrab","Jjie51",2022-08-05,1,217,2022-08-05 01:34:07,43.23155598,-116.198619,c(-116.198619, 43.23155598),"4"
"825",825,"Jackrab","Jjie52",2022-08-08,1,220,2022-08-08 01:31:21,43.35967102,-116.234418,c(-116.234418, 43.35967102),"5"
"826",826,"Jackrab","Jjie6",2022-08-04,1,216,2022-08-04 01:17:37,43.27379499,-116.060695,c(-116.060695, 43.27379499),"3"
"827",827,"Jackrab","Jjie61",2022-08-05,1,217,2022-08-05 01:49:36,43.31670103,-116.21523,c(-116.21523, 43.31670103),"4"
"828",828,"Jackrab","Jjie62",2022-08-08,1,220,2022-08-08 01:31:32,43.35990898,-116.234422,c(-116.234422, 43.35990898),"5"
"829",829,"Jackrab","Jjie7",2022-08-04,1,216,2022-08-04 01:19:00,43.26943296,-116.050797,c(-116.050797, 43.26943296),"3"
"830",830,"Jackrab","Jjie71",2022-08-05,1,217,2022-08-05 01:50:14,43.31869902,-116.215522,c(-116.215522, 43.31869902),"4"
"831",831,"Jackrab","Jjie72",2022-08-08,1,220,2022-08-08 01:31:39,43.36024099,-116.234428,c(-116.234428, 43.36024099),"5"
"832",832,"Jackrab","Jjie8",2022-08-04,1,216,2022-08-04 01:20:36,43.26134099,-116.045658,c(-116.045658, 43.26134099),"3"
"833",833,"Jackrab","Jjie81",2022-08-05,1,217,2022-08-05 01:55:34,43.34044696,-116.231836,c(-116.231836, 43.34044696),"4"
"834",834,"Jackrab","Jjie82",2022-08-08,1,220,2022-08-08 01:35:53,43.38440803,-116.234477,c(-116.234477, 43.38440803),"5"
"835",835,"Jackrab","Jjie9",2022-08-04,1,216,2022-08-04 01:21:04,43.25933302,-116.044216,c(-116.044216, 43.25933302),"3"
"836",836,"Jackrab","Jjie91",2022-08-05,1,217,2022-08-05 01:57:02,43.35032503,-116.234432,c(-116.234432, 43.35032503),"4"
"837",837,"Jackrab","Jjie92",2022-08-08,1,220,2022-08-08 01:36:31,43.38798299,-116.234469,c(-116.234469, 43.38798299),"5"
"838",838,"Jackrab","Junk",2022-08-01,22,213,2022-08-01 22:58:53,43.31468401,-116.133597,c(-116.133597, 43.31468401),"1"
"839",839,"Jackrab","Junk1",2022-08-01,23,213,2022-08-01 23:11:44,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"840",840,"Jackrab","Junk10",2022-08-08,0,220,2022-08-08 00:44:24,43.31178102,-116.13427,c(-116.13427, 43.31178102),"5"
"841",841,"Jackrab","Junk11",2022-08-03,23,215,2022-08-03 23:41:10,43.315344,-116.133447,c(-116.133447, 43.315344),"3"
"842",842,"Jackrab","Junk12",2022-08-04,23,216,2022-08-04 23:44:13,43.16919001,-115.975976,c(-115.975976, 43.16919001),"4"
"843",843,"Jackrab","Junk13",2022-08-05,0,217,2022-08-05 00:41:12,43.16482999,-116.220221,c(-116.220221, 43.16482999),"4"
"844",844,"Jackrab","Junk14",2022-08-08,0,220,2022-08-08 00:44:56,43.31281903,-116.134018,c(-116.134018, 43.31281903),"5"
"845",845,"Jackrab","Junk15",2022-08-09,1,221,2022-08-09 01:20:53,43.20051804,-115.995788,c(-115.995788, 43.20051804),"6"
"846",846,"Jackrab","Junk2",2022-08-01,23,213,2022-08-01 23:18:28,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"847",847,"Jackrab","Junk21",2022-08-05,0,217,2022-08-05 00:43:12,43.16671299,-116.224982,c(-116.224982, 43.16671299),"4"
"848",848,"Jackrab","Junk22",2022-08-08,0,220,2022-08-08 00:45:59,43.31468401,-116.133612,c(-116.133612, 43.31468401),"5"
"849",849,"Jackrab","Junk3",2022-08-03,23,215,2022-08-03 23:19:32,43.34598203,-116.145594,c(-116.145594, 43.34598203),"3"
"850",850,"Jackrab","Junk31",2022-08-05,0,217,2022-08-05 00:45:41,43.16906897,-116.232244,c(-116.232244, 43.16906897),"4"
"851",851,"Jackrab","Junk32",2022-08-08,0,220,2022-08-08 00:52:19,43.32717597,-116.13085,c(-116.13085, 43.32717597),"5"
"852",852,"Jackrab","Junk4",2022-08-04,0,216,2022-08-04 00:51:14,43.29677003,-116.236006,c(-116.236006, 43.29677003),"3"
"853",853,"Jackrab","Junk41",2022-08-05,0,217,2022-08-05 00:50:03,43.17371598,-116.24243,c(-116.24243, 43.17371598),"4"
"854",854,"Jackrab","Junk42",2022-08-08,0,220,2022-08-08 00:53:44,43.33003898,-116.130129,c(-116.130129, 43.33003898),"5"
"855",855,"Jackrab","Junk5",2022-08-05,1,217,2022-08-05 01:13:53,43.21177896,-116.274202,c(-116.274202, 43.21177896),"4"
"856",856,"Jackrab","Junk51",2022-08-08,0,220,2022-08-08 00:53:51,43.33026999,-116.130039,c(-116.130039, 43.33026999),"5"
"857",857,"Jackrab","Junk6",2022-08-05,0,217,2022-08-05 00:40:46,43.164328,-116.218973,c(-116.218973, 43.164328),"4"
"858",858,"Jackrab","Junk61",2022-08-08,23,220,2022-08-08 23:49:18,43.17538097,-116.248736,c(-116.248736, 43.17538097),"6"
"859",859,"Jackrab","Junk7",2022-08-08,23,220,2022-08-08 23:50:38,43.17445602,-116.245032,c(-116.245032, 43.17445602),"6"
"860",860,"Jackrab","Junk8",2022-08-08,23,220,2022-08-08 23:50:59,43.17413399,-116.244237,c(-116.244237, 43.17413399),"6"
"861",861,"Jackrab","Junk9",2022-08-08,23,220,2022-08-08 23:54:15,43.171101,-116.236465,c(-116.236465, 43.171101),"6"
"862",862,"Jackrab","Junki",2022-08-01,23,213,2022-08-01 23:24:38,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"863",863,"Jackrab","Junki1",2022-08-02,1,214,2022-08-02 01:55:09,43.31617196,-116.150318,c(-116.150318, 43.31617196),"1"
"864",864,"Jackrab","Junki11",2022-08-03,23,215,2022-08-03 23:52:17,43.31292397,-116.147422,c(-116.147422, 43.31292397),"3"
"865",865,"Jackrab","Junki12",2022-08-04,0,216,2022-08-04 00:01:14,43.33779098,-116.221653,c(-116.221653, 43.33779098),"3"
"866",866,"Jackrab","Junki13",2022-08-05,0,217,2022-08-05 00:21:56,43.18061203,-116.172831,c(-116.172831, 43.18061203),"4"
"867",867,"Jackrab","Junki14",2022-08-08,0,220,2022-08-08 00:37:23,43.30460301,-116.13732,c(-116.13732, 43.30460301),"5"
"868",868,"Jackrab","Junki15",2022-08-09,0,221,2022-08-09 00:17:33,43.165823,-116.164065,c(-116.164065, 43.165823),"6"
"869",869,"Jackrab","Junki2",2022-08-03,23,215,2022-08-03 23:53:13,43.31660698,-116.151076,c(-116.151076, 43.31660698),"3"
"870",870,"Jackrab","Junki21",2022-08-04,0,216,2022-08-04 00:01:28,43.33860696,-116.223557,c(-116.223557, 43.33860696),"3"
"871",871,"Jackrab","Junki22",2022-08-05,0,217,2022-08-05 00:27:58,43.17650003,-116.185821,c(-116.185821, 43.17650003),"4"
"872",872,"Jackrab","Junki23",2022-08-09,0,221,2022-08-09 00:41:45,43.18550798,-116.009404,c(-116.009404, 43.18550798),"6"
"873",873,"Jackrab","Junki3",2022-08-03,23,215,2022-08-03 23:53:54,43.32030701,-116.154836,c(-116.154836, 43.32030701),"3"
"874",874,"Jackrab","Junki31",2022-08-04,0,216,2022-08-04 00:01:40,43.33928699,-116.225385,c(-116.225385, 43.33928699),"3"
"875",875,"Jackrab","Junki32",2022-08-05,0,217,2022-08-05 00:28:47,43.17455904,-116.189577,c(-116.189577, 43.17455904),"4"
"876",876,"Jackrab","Junki4",2022-08-03,22,215,2022-08-03 22:54:54,43.387667,-116.232372,c(-116.232372, 43.387667),"3"
"877",877,"Jackrab","Junki41",2022-08-04,0,216,2022-08-04 00:05:39,43.32510103,-116.239062,c(-116.239062, 43.32510103),"3"
"878",878,"Jackrab","Junki42",2022-08-05,0,217,2022-08-05 00:29:36,43.17471201,-116.190974,c(-116.190974, 43.17471201),"4"
"879",879,"Jackrab","Junki5",2022-08-04,23,216,2022-08-04 23:54:57,43.18599103,-116.010607,c(-116.010607, 43.18599103),"4"
"880",880,"Jackrab","Junki51",2022-08-05,0,217,2022-08-05 00:30:33,43.17471201,-116.190974,c(-116.190974, 43.17471201),"4"
"881",881,"Jackrab","Junki6",2022-08-04,0,216,2022-08-04 00:01:05,43.33730903,-116.220562,c(-116.220562, 43.33730903),"3"
"882",882,"Jackrab","Junki61",2022-08-05,0,217,2022-08-05 00:31:10,43.17471201,-116.190974,c(-116.190974, 43.17471201),"4"
"883",883,"Jackrab","Junki7",2022-08-05,0,217,2022-08-05 00:00:24,43.155483,-116.000957,c(-116.000957, 43.155483),"4"
"884",884,"Jackrab","Junki8",2022-08-08,0,220,2022-08-08 00:25:13,43.33702597,-116.217644,c(-116.217644, 43.33702597),"5"
"885",885,"Jackrab","Junki9",2022-08-09,0,221,2022-08-09 00:17:24,43.166571,-116.164149,c(-116.164149, 43.166571),"6"
"886",886,"Jackrab","Junkib",2022-08-03,22,215,2022-08-03 22:48:59,43.36394202,-116.23442,c(-116.23442, 43.36394202),"3"
"887",887,"Jackrab","Junkib1",2022-08-03,22,215,2022-08-03 22:50:09,43.35730498,-116.23436,c(-116.23436, 43.35730498),"3"
"888",888,"Jackrab","Junkib10",2022-08-07,23,219,2022-08-07 23:24:30,43.27958403,-116.132241,c(-116.132241, 43.27958403),"5"
"889",889,"Jackrab","Junkib11",2022-08-07,23,219,2022-08-07 23:29:00,43.27825399,-116.171356,c(-116.171356, 43.27825399),"5"
"890",890,"Jackrab","Junkib12",2022-08-07,23,219,2022-08-07 23:29:11,43.27826698,-116.172179,c(-116.172179, 43.27826698),"5"
"891",891,"Jackrab","Junkib13",2022-08-07,23,219,2022-08-07 23:30:00,43.27846798,-116.176016,c(-116.176016, 43.27846798),"5"
"892",892,"Jackrab","Junkib14",2022-08-07,23,219,2022-08-07 23:33:13,43.29292702,-116.201011,c(-116.201011, 43.29292702),"5"
"893",893,"Jackrab","Junkib15",2022-08-07,22,219,2022-08-07 22:54:27,43.20938098,-116.001527,c(-116.001527, 43.20938098),"5"
"894",894,"Jackrab","Junkib16",2022-08-07,23,219,2022-08-07 23:11:14,43.26745399,-116.048205,c(-116.048205, 43.26745399),"5"
"895",895,"Jackrab","Junkib17",2022-08-08,22,220,2022-08-08 22:34:23,43.400784,-116.234375,c(-116.234375, 43.400784),"6"
"896",896,"Jackrab","Junkib18",2022-08-08,22,220,2022-08-08 22:40:32,43.36141798,-116.23443,c(-116.23443, 43.36141798),"6"
"897",897,"Jackrab","Junkib2",2022-08-03,22,215,2022-08-03 22:52:29,43.387667,-116.232372,c(-116.232372, 43.387667),"3"
"898",898,"Jackrab","Junkib21",2022-08-07,23,219,2022-08-07 23:11:23,43.26779597,-116.048656,c(-116.048656, 43.26779597),"5"
"899",899,"Jackrab","Junkib22",2022-08-08,22,220,2022-08-08 22:41:23,43.35711898,-116.234369,c(-116.234369, 43.35711898),"6"
"900",900,"Jackrab","Junkib3",2022-08-03,22,215,2022-08-03 22:54:11,43.387667,-116.232372,c(-116.232372, 43.387667),"3"
"901",901,"Jackrab","Junkib31",2022-08-07,23,219,2022-08-07 23:11:52,43.26909198,-116.050266,c(-116.050266, 43.26909198),"5"
"902",902,"Jackrab","Junkib32",2022-08-08,22,220,2022-08-08 22:45:46,43.32957203,-116.222637,c(-116.222637, 43.32957203),"6"
"903",903,"Jackrab","Junkib4",2022-08-04,23,216,2022-08-04 23:00:50,43.21446402,-115.993257,c(-115.993257, 43.21446402),"4"
"904",904,"Jackrab","Junkib41",2022-08-07,23,219,2022-08-07 23:18:15,43.27902898,-116.084975,c(-116.084975, 43.27902898),"5"
"905",905,"Jackrab","Junkib42",2022-08-08,22,220,2022-08-08 22:45:57,43.32880802,-116.221674,c(-116.221674, 43.32880802),"6"
"906",906,"Jackrab","Junkib5",2022-08-07,23,219,2022-08-07 23:18:28,43.27941002,-116.085885,c(-116.085885, 43.27941002),"5"
"907",907,"Jackrab","Junkib51",2022-08-08,22,220,2022-08-08 22:59:22,43.27282998,-116.204354,c(-116.204354, 43.27282998),"6"
"908",908,"Jackrab","Junkib6",2022-08-07,23,219,2022-08-07 23:19:15,43.28099202,-116.088985,c(-116.088985, 43.28099202),"5"
"909",909,"Jackrab","Junkib61",2022-08-08,23,220,2022-08-08 23:01:35,43.257648,-116.205153,c(-116.205153, 43.257648),"6"
"910",910,"Jackrab","Junkib7",2022-08-07,23,219,2022-08-07 23:19:26,43.28132202,-116.089491,c(-116.089491, 43.28132202),"5"
"911",911,"Jackrab","Junkib71",2022-08-08,23,220,2022-08-08 23:14:41,43.22741699,-116.233182,c(-116.233182, 43.22741699),"6"
"912",912,"Jackrab","Junkib8",2022-08-07,23,219,2022-08-07 23:23:27,43.28063102,-116.123108,c(-116.123108, 43.28063102),"5"
"913",913,"Jackrab","Junkib81",2022-08-08,23,220,2022-08-08 23:17:10,43.22133098,-116.248354,c(-116.248354, 43.22133098),"6"
"914",914,"Jackrab","Junkib9",2022-08-07,23,219,2022-08-07 23:24:19,43.27969702,-116.131235,c(-116.131235, 43.27969702),"5"
"915",915,"Jackrab","Junkie",2022-08-02,3,214,2022-08-02 03:06:05,43.31523696,-116.151603,c(-116.151603, 43.31523696),"1"
"916",916,"Jackrab","Junkie1",2022-08-04,1,216,2022-08-04 01:01:59,43.28110099,-116.184365,c(-116.184365, 43.28110099),"3"
"917",917,"Jackrab","Junkie10",2022-08-04,1,216,2022-08-04 01:15:29,43.273582,-116.072043,c(-116.072043, 43.273582),"3"
"918",918,"Jackrab","Junkie101",2022-08-05,2,217,2022-08-05 02:01:55,43.371992,-116.234409,c(-116.234409, 43.371992),"4"
"919",919,"Jackrab","Junkie11",2022-08-04,1,216,2022-08-04 01:15:41,43.27338201,-116.071115,c(-116.071115, 43.27338201),"3"
"920",920,"Jackrab","Junkie110",2022-08-05,1,217,2022-08-05 01:24:20,43.22190396,-116.247593,c(-116.247593, 43.22190396),"4"
"921",921,"Jackrab","Junkie111",2022-08-05,2,217,2022-08-05 02:03:13,43.38173797,-116.23446,c(-116.23446, 43.38173797),"4"
"922",922,"Jackrab","Junkie112",2022-08-08,1,220,2022-08-08 01:30:10,43.35438799,-116.23443,c(-116.23443, 43.35438799),"5"
"923",923,"Jackrab","Junkie12",2022-08-04,1,216,2022-08-04 01:15:52,43.27321798,-116.070053,c(-116.070053, 43.27321798),"3"
"924",924,"Jackrab","Junkie121",2022-08-05,2,217,2022-08-05 02:03:40,43.38459201,-116.234457,c(-116.234457, 43.38459201),"4"
"925",925,"Jackrab","Junkie13",2022-08-04,1,216,2022-08-04 01:16:31,43.27331697,-116.067264,c(-116.067264, 43.27331697),"3"
"926",926,"Jackrab","Junkie14",2022-08-04,1,216,2022-08-04 01:17:09,43.27436998,-116.064335,c(-116.064335, 43.27436998),"3"
"927",927,"Jackrab","Junkie15",2022-08-04,1,216,2022-08-04 01:17:46,43.27344404,-116.059728,c(-116.059728, 43.27344404),"3"
"928",928,"Jackrab","Junkie16",2022-08-04,1,216,2022-08-04 01:21:34,43.25801396,-116.042149,c(-116.042149, 43.25801396),"3"
"929",929,"Jackrab","Junkie17",2022-08-04,1,216,2022-08-04 01:21:46,43.25732798,-116.041045,c(-116.041045, 43.25732798),"3"
"930",930,"Jackrab","Junkie18",2022-08-04,1,216,2022-08-04 01:37:03,43.21478899,-115.979962,c(-115.979962, 43.21478899),"3"
"931",931,"Jackrab","Junkie19",2022-08-04,1,216,2022-08-04 01:38:24,43.21489803,-115.971145,c(-115.971145, 43.21489803),"3"
"932",932,"Jackrab","Junkie2",2022-08-04,1,216,2022-08-04 01:03:03,43.278313,-116.174977,c(-116.174977, 43.278313),"3"
"933",933,"Jackrab","Junkie20",2022-08-04,1,216,2022-08-04 01:01:44,43.28185997,-116.185898,c(-116.185898, 43.28185997),"3"
"934",934,"Jackrab","Junkie21",2022-08-05,1,217,2022-08-05 01:23:57,43.22111296,-116.248579,c(-116.248579, 43.22111296),"4"
"935",935,"Jackrab","Junkie22",2022-08-05,1,217,2022-08-05 01:47:00,43.30744699,-116.213611,c(-116.213611, 43.30744699),"4"
"936",936,"Jackrab","Junkie23",2022-08-08,1,220,2022-08-08 01:29:46,43.35276903,-116.234434,c(-116.234434, 43.35276903),"5"
"937",937,"Jackrab","Junkie24",2022-08-08,1,220,2022-08-08 01:30:38,43.35654197,-116.234391,c(-116.234391, 43.35654197),"5"
"938",938,"Jackrab","Junkie25",2022-08-12,1,224,2022-08-12 01:32:34,43.35865798,-116.23437,c(-116.23437, 43.35865798),"8"
"939",939,"Jackrab","Junkie3",2022-08-04,1,216,2022-08-04 01:04:47,43.27860201,-116.158162,c(-116.158162, 43.27860201),"3"
"940",940,"Jackrab","Junkie31",2022-08-05,1,217,2022-08-05 01:52:06,43.32353496,-116.217094,c(-116.217094, 43.32353496),"4"
"941",941,"Jackrab","Junkie32",2022-08-08,1,220,2022-08-08 01:33:01,43.36880503,-116.234441,c(-116.234441, 43.36880503),"5"
"942",942,"Jackrab","Junkie4",2022-08-04,1,216,2022-08-04 01:06:20,43.27839003,-116.144576,c(-116.144576, 43.27839003),"3"
"943",943,"Jackrab","Junkie41",2022-08-05,1,217,2022-08-05 01:53:31,43.33067701,-116.223835,c(-116.223835, 43.33067701),"4"
"944",944,"Jackrab","Junkie42",2022-08-08,1,220,2022-08-08 01:33:28,43.37057898,-116.234436,c(-116.234436, 43.37057898),"5"
"945",945,"Jackrab","Junkie5",2022-08-04,1,216,2022-08-04 01:07:51,43.27927499,-116.134394,c(-116.134394, 43.27927499),"3"
"946",946,"Jackrab","Junkie51",2022-08-05,1,217,2022-08-05 01:53:42,43.33188904,-116.22488,c(-116.22488, 43.33188904),"4"
"947",947,"Jackrab","Junkie52",2022-08-08,1,220,2022-08-08 01:33:42,43.37156201,-116.234435,c(-116.234435, 43.37156201),"5"
"948",948,"Jackrab","Junkie6",2022-08-04,1,216,2022-08-04 01:09:48,43.28139503,-116.115974,c(-116.115974, 43.28139503),"3"
"949",949,"Jackrab","Junkie61",2022-08-05,1,217,2022-08-05 01:53:54,43.33247401,-116.225348,c(-116.225348, 43.33247401),"4"
"950",950,"Jackrab","Junkie62",2022-08-08,1,220,2022-08-08 01:35:12,43.381815,-116.234493,c(-116.234493, 43.381815),"5"
"951",951,"Jackrab","Junkie7",2022-08-04,1,216,2022-08-04 01:10:13,43.28188696,-116.111178,c(-116.111178, 43.28188696),"3"
"952",952,"Jackrab","Junkie71",2022-08-05,1,217,2022-08-05 01:57:32,43.35187099,-116.234427,c(-116.234427, 43.35187099),"4"
"953",953,"Jackrab","Junkie72",2022-08-08,1,220,2022-08-08 01:35:24,43.38291203,-116.234488,c(-116.234488, 43.38291203),"5"
"954",954,"Jackrab","Junkie8",2022-08-04,1,216,2022-08-04 01:14:13,43.27625399,-116.080205,c(-116.080205, 43.27625399),"3"
"955",955,"Jackrab","Junkie81",2022-08-05,1,217,2022-08-05 01:57:43,43.35238497,-116.234419,c(-116.234419, 43.35238497),"4"
"956",956,"Jackrab","Junkie82",2022-08-08,1,220,2022-08-08 01:36:00,43.38482302,-116.234474,c(-116.234474, 43.38482302),"5"
"957",957,"Jackrab","Junkie9",2022-08-04,1,216,2022-08-04 01:14:29,43.27506702,-116.078521,c(-116.078521, 43.27506702),"3"
